country,country_code_2_digit,country_code_3_digit,population,reported_date,hospital_occupancy_count,icu_occupancy_count,source
Norway,NO,NOR,5328212,2020-10-05,25,,Country_API
Poland,PL,POL,37972812,2020-10-05,3158,,Country_Website
Portugal,PT,PRT,10276617,2020-10-05,701,106,Country_Website
Romania,RO,ROU,19414458,2020-10-05,,592,Country_Website
Slovakia,SK,SVK,5450421,2020-10-05,279,,JRC
Slovenia,SI,SVN,2080908,2020-10-05,107,21,Country_Github
United Kingdom,UK,GBR,66647112,2020-10-05,3217,,Country_Website
Austria,AT,AUT,8858775,2020-10-04,476,103,Country_Website
Belgium,BE,BEL,11455519,2020-10-04,866,186,Country_Website
Bulgaria,BG,BGR,7000039,2020-10-04,912,54,External_Github
Croatia,HR,HRV,4076246,2020-10-04,296,,Country_Website
Czechia,CZ,CZE,10649800,2020-10-04,1242,265,Country_Website
Denmark,DK,DNK,5806081,2020-10-04,105,18,Country_Website
Estonia,EE,EST,1324820,2020-10-04,41,4,Country_API
France,FR,FRA,67012883,2020-10-04,6964,1335,Country_Website
Hungary,HU,HUN,9772756,2020-10-04,685,42,JRC
Ireland,IE,IRL,4904240,2020-10-04,134,21,Country_Website
Italy,IT,ITA,60359546,2020-10-04,3590,303,Country_Github
Latvia,LV,LVA,1919968,2020-10-04,26,,Country_Website
Luxembourg,LU,LUX,613894,2020-10-04,21,2,Country_Website
Netherlands,NL,NLD,17282163,2020-10-04,,202,Other Website
Poland,PL,POL,37972812,2020-10-04,2977,,Country_Website
Portugal,PT,PRT,10276617,2020-10-04,682,105,Country_Website
Romania,RO,ROU,19414458,2020-10-04,,598,Country_Website
Slovakia,SK,SVK,5450421,2020-10-04,275,,JRC
Slovenia,SI,SVN,2080908,2020-10-04,101,16,Country_Github
United Kingdom,UK,GBR,66647112,2020-10-04,2913,,Country_Website
Austria,AT,AUT,8858775,2020-10-03,494,97,Country_Website
Belgium,BE,BEL,11455519,2020-10-03,819,185,Country_Website
Bulgaria,BG,BGR,7000039,2020-10-03,887,50,External_Github
Croatia,HR,HRV,4076246,2020-10-03,289,,Country_Website
Czechia,CZ,CZE,10649800,2020-10-03,1182,274,Country_Website
Denmark,DK,DNK,5806081,2020-10-03,105,17,Country_Website
Estonia,EE,EST,1324820,2020-10-03,41,4,Country_API
France,FR,FRA,67012883,2020-10-03,6740,1289,Country_Website
Hungary,HU,HUN,9772756,2020-10-03,704,43,JRC
Ireland,IE,IRL,4904240,2020-10-03,120,20,Country_Website
Italy,IT,ITA,60359546,2020-10-03,3502,297,Country_Github
Latvia,LV,LVA,1919968,2020-10-03,24,,Country_Website
Luxembourg,LU,LUX,613894,2020-10-03,21,2,Country_Website
Netherlands,NL,NLD,17282163,2020-10-03,,189,Other Website
Poland,PL,POL,37972812,2020-10-03,2850,,Country_Website
Portugal,PT,PRT,10276617,2020-10-03,668,106,Country_Website
Romania,RO,ROU,19414458,2020-10-03,,583,Country_Website
Slovakia,SK,SVK,5450421,2020-10-03,275,,JRC
Slovenia,SI,SVN,2080908,2020-10-03,94,15,Country_Github
United Kingdom,UK,GBR,66647112,2020-10-03,2734,,Country_Website
Austria,AT,AUT,8858775,2020-10-02,472,100,Country_Website
Belgium,BE,BEL,11455519,2020-10-02,789,163,Country_Website
Bulgaria,BG,BGR,7000039,2020-10-02,857,47,External_Github
Croatia,HR,HRV,4076246,2020-10-02,286,,Country_Website
Czechia,CZ,CZE,10649800,2020-10-02,1198,245,Country_Website
Denmark,DK,DNK,5806081,2020-10-02,106,13,Country_Website
Estonia,EE,EST,1324820,2020-10-02,37,2,Country_API
Finland,FI,FIN,5517919,2020-10-02,21,4,External_Github
France,FR,FRA,67012883,2020-10-02,6740,1270,Country_Website
Hungary,HU,HUN,9772756,2020-10-02,740,47,JRC
Ireland,IE,IRL,4904240,2020-10-02,117,21,Country_Website
Italy,IT,ITA,60359546,2020-10-02,3436,294,Country_Github
Latvia,LV,LVA,1919968,2020-10-02,22,,Country_Website
Luxembourg,LU,LUX,613894,2020-10-02,20,4,Country_Website
Netherlands,NL,NLD,17282163,2020-10-02,,181,Other Website
Norway,NO,NOR,5328212,2020-10-02,27,,Country_API
Poland,PL,POL,37972812,2020-10-02,2702,,Country_Website
Portugal,PT,PRT,10276617,2020-10-02,682,107,Country_Website
Romania,RO,ROU,19414458,2020-10-02,,571,Country_Website
Slovakia,SK,SVK,5450421,2020-10-02,251,,JRC
Slovenia,SI,SVN,2080908,2020-10-02,86,15,Country_Github
United Kingdom,UK,GBR,66647112,2020-10-02,2593,,Country_Website
Austria,AT,AUT,8858775,2020-10-01,493,98,Country_Website
Belgium,BE,BEL,11455519,2020-10-01,771,156,Country_Website
Bulgaria,BG,BGR,7000039,2020-10-01,837,44,External_Github
Croatia,HR,HRV,4076246,2020-10-01,297,,Country_Website
Czechia,CZ,CZE,10649800,2020-10-01,1134,221,Country_Website
Denmark,DK,DNK,5806081,2020-10-01,109,15,Country_Website
Estonia,EE,EST,1324820,2020-10-01,37,2,Country_API
France,FR,FRA,67012883,2020-10-01,6634,1259,Country_Website
Hungary,HU,HUN,9772756,2020-10-01,757,52,JRC
Ireland,IE,IRL,4904240,2020-10-01,122,20,Country_Website
Italy,IT,ITA,60359546,2020-10-01,3388,291,Country_Github
Latvia,LV,LVA,1919968,2020-10-01,21,,Country_Website
Luxembourg,LU,LUX,613894,2020-10-01,20,3,Country_Website
Netherlands,NL,NLD,17282163,2020-10-01,,181,Other Website
Norway,NO,NOR,5328212,2020-10-01,25,,Country_API
Poland,PL,POL,37972812,2020-10-01,2560,,Country_Website
Portugal,PT,PRT,10276617,2020-10-01,682,107,Country_Website
Romania,RO,ROU,19414458,2020-10-01,,557,Country_Website
Slovakia,SK,SVK,5450421,2020-10-01,254,,JRC
Slovenia,SI,SVN,2080908,2020-10-01,86,15,Country_Github
United Kingdom,UK,GBR,66647112,2020-10-01,2481,,Country_Website
Austria,AT,AUT,8858775,2020-09-30,496,90,Country_Website
Belgium,BE,BEL,11455519,2020-09-30,739,157,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-30,814,44,External_Github
Croatia,HR,HRV,4076246,2020-09-30,288,,Country_Website
Czechia,CZ,CZE,10649800,2020-09-30,1028,198,Country_Website
Denmark,DK,DNK,5806081,2020-09-30,102,15,Country_Website
Estonia,EE,EST,1324820,2020-09-30,37,2,Country_API
Finland,FI,FIN,5517919,2020-09-30,19,4,External_Github
France,FR,FRA,67012883,2020-09-30,6572,1232,Country_Website
Hungary,HU,HUN,9772756,2020-09-30,773,54,JRC
Ireland,IE,IRL,4904240,2020-09-30,122,22,Country_Website
Italy,IT,ITA,60359546,2020-09-30,3327,280,Country_Github
Latvia,LV,LVA,1919968,2020-09-30,19,,Country_Website
Luxembourg,LU,LUX,613894,2020-09-30,30,5,Country_Website
Netherlands,NL,NLD,17282163,2020-09-30,,175,Other Website
Norway,NO,NOR,5328212,2020-09-30,28,,Country_API
Poland,PL,POL,37972812,2020-09-30,2481,,Country_Website
Portugal,PT,PRT,10276617,2020-09-30,666,105,Country_Website
Romania,RO,ROU,19414458,2020-09-30,,550,Country_Website
Slovakia,SK,SVK,5450421,2020-09-30,254,,JRC
Slovenia,SI,SVN,2080908,2020-09-30,86,16,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-30,2420,,Country_Website
Austria,AT,AUT,8858775,2020-09-29,491,90,Country_Website
Belgium,BE,BEL,11455519,2020-09-29,716,150,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-29,780,42,External_Github
Croatia,HR,HRV,4076246,2020-09-29,274,,Country_Website
Czechia,CZ,CZE,10649800,2020-09-29,976,202,Country_Website
Denmark,DK,DNK,5806081,2020-09-29,107,15,Country_Website
Estonia,EE,EST,1324820,2020-09-29,35,2,Country_API
France,FR,FRA,67012883,2020-09-29,6482,1198,Country_Website
Hungary,HU,HUN,9772756,2020-09-29,755,51,JRC
Ireland,IE,IRL,4904240,2020-09-29,117,18,Country_Website
Italy,IT,ITA,60359546,2020-09-29,3319,271,Country_Github
Latvia,LV,LVA,1919968,2020-09-29,16,,Country_Website
Luxembourg,LU,LUX,613894,2020-09-29,30,5,Country_Website
Netherlands,NL,NLD,17282163,2020-09-29,,171,Other Website
Norway,NO,NOR,5328212,2020-09-29,24,,Country_API
Poland,PL,POL,37972812,2020-09-29,2399,,Country_Website
Portugal,PT,PRT,10276617,2020-09-29,661,99,Country_Website
Romania,RO,ROU,19414458,2020-09-29,,551,Country_Website
Slovakia,SK,SVK,5450421,2020-09-29,222,,JRC
Slovenia,SI,SVN,2080908,2020-09-29,84,16,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-29,2316,,Country_Website
Austria,AT,AUT,8858775,2020-09-28,469,88,Country_Website
Belgium,BE,BEL,11455519,2020-09-28,708,140,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-28,794,41,External_Github
Croatia,HR,HRV,4076246,2020-09-28,291,,Country_Website
Czechia,CZ,CZE,10649800,2020-09-28,825,187,Country_Website
Denmark,DK,DNK,5806081,2020-09-28,110,17,Country_Website
Estonia,EE,EST,1324820,2020-09-28,36,2,Country_API
Finland,FI,FIN,5517919,2020-09-28,22,4,External_Github
France,FR,FRA,67012883,2020-09-28,6397,1158,Country_Website
Hungary,HU,HUN,9772756,2020-09-28,693,44,JRC
Ireland,IE,IRL,4904240,2020-09-28,111,17,Country_Website
Italy,IT,ITA,60359546,2020-09-28,3241,264,Country_Github
Latvia,LV,LVA,1919968,2020-09-28,11,,Country_Website
Luxembourg,LU,LUX,613894,2020-09-28,34,4,Country_Website
Netherlands,NL,NLD,17282163,2020-09-28,,163,Other Website
Norway,NO,NOR,5328212,2020-09-28,21,,Country_API
Poland,PL,POL,37972812,2020-09-28,2305,,Country_Website
Portugal,PT,PRT,10276617,2020-09-28,659,98,Country_Website
Romania,RO,ROU,19414458,2020-09-28,,557,Country_Website
Slovakia,SK,SVK,5450421,2020-09-28,197,,JRC
Slovenia,SI,SVN,2080908,2020-09-28,79,16,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-28,2298,,Country_Website
Austria,AT,AUT,8858775,2020-09-27,446,84,Country_Website
Belgium,BE,BEL,11455519,2020-09-27,654,135,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-27,791,36,External_Github
Croatia,HR,HRV,4076246,2020-09-27,280,,Country_Website
Czechia,CZ,CZE,10649800,2020-09-27,820,187,Country_Website
Denmark,DK,DNK,5806081,2020-09-27,95,17,Country_Website
Estonia,EE,EST,1324820,2020-09-27,32,1,Country_API
France,FR,FRA,67012883,2020-09-27,6235,1112,Country_Website
Hungary,HU,HUN,9772756,2020-09-27,620,38,JRC
Ireland,IE,IRL,4904240,2020-09-27,108,17,Country_Website
Italy,IT,ITA,60359546,2020-09-27,3100,254,Country_Github
Latvia,LV,LVA,1919968,2020-09-27,7,,Country_Website
Luxembourg,LU,LUX,613894,2020-09-27,36,3,Country_Website
Netherlands,NL,NLD,17282163,2020-09-27,,155,Other Website
Poland,PL,POL,37972812,2020-09-27,2223,,Country_Website
Portugal,PT,PRT,10276617,2020-09-27,635,89,Country_Website
Romania,RO,ROU,19414458,2020-09-27,,535,Country_Website
Slovakia,SK,SVK,5450421,2020-09-27,199,,JRC
Slovenia,SI,SVN,2080908,2020-09-27,80,17,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-27,2088,,Country_Website
Austria,AT,AUT,8858775,2020-09-26,423,80,Country_Website
Belgium,BE,BEL,11455519,2020-09-26,626,120,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-26,782,36,External_Github
Croatia,HR,HRV,4076246,2020-09-26,271,,Country_Website
Czechia,CZ,CZE,10649800,2020-09-26,802,181,Country_Website
Denmark,DK,DNK,5806081,2020-09-26,97,17,Country_Website
Estonia,EE,EST,1324820,2020-09-26,30,1,Country_API
France,FR,FRA,67012883,2020-09-26,6154,1105,Country_Website
Hungary,HU,HUN,9772756,2020-09-26,589,36,JRC
Ireland,IE,IRL,4904240,2020-09-26,102,18,Country_Website
Italy,IT,ITA,60359546,2020-09-26,2993,247,Country_Github
Latvia,LV,LVA,1919968,2020-09-26,5,,Country_Website
Luxembourg,LU,LUX,613894,2020-09-26,30,3,Country_Website
Netherlands,NL,NLD,17282163,2020-09-26,,143,Other Website
Poland,PL,POL,37972812,2020-09-26,2134,,Country_Website
Portugal,PT,PRT,10276617,2020-09-26,615,85,Country_Website
Romania,RO,ROU,19414458,2020-09-26,,512,Country_Website
Slovakia,SK,SVK,5450421,2020-09-26,185,,JRC
Slovenia,SI,SVN,2080908,2020-09-26,72,17,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-26,1940,,Country_Website
Austria,AT,AUT,8858775,2020-09-25,411,78,Country_Website
Belgium,BE,BEL,11455519,2020-09-25,620,109,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-25,744,30,External_Github
Croatia,HR,HRV,4076246,2020-09-25,273,,Country_Website
Czechia,CZ,CZE,10649800,2020-09-25,809,168,Country_Website
Denmark,DK,DNK,5806081,2020-09-25,101,16,Country_Website
Estonia,EE,EST,1324820,2020-09-25,30,1,Country_API
Finland,FI,FIN,5517919,2020-09-25,21,2,External_Github
France,FR,FRA,67012883,2020-09-25,6110,1092,Country_Website
Hungary,HU,HUN,9772756,2020-09-25,577,30,JRC
Ireland,IE,IRL,4904240,2020-09-25,100,17,Country_Website
Italy,IT,ITA,60359546,2020-09-25,2981,244,Country_Github
Latvia,LV,LVA,1919968,2020-09-25,9,,Country_Website
Luxembourg,LU,LUX,613894,2020-09-25,25,1,Country_Website
Netherlands,NL,NLD,17282163,2020-09-25,,139,Other Website
Norway,NO,NOR,5328212,2020-09-25,19,,Country_API
Poland,PL,POL,37972812,2020-09-25,1995,,Country_Website
Portugal,PT,PRT,10276617,2020-09-25,624,86,Country_Website
Romania,RO,ROU,19414458,2020-09-25,,508,Country_Website
Slovakia,SK,SVK,5450421,2020-09-25,160,,JRC
Slovenia,SI,SVN,2080908,2020-09-25,60,15,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-25,1923,,Country_Website
Austria,AT,AUT,8858775,2020-09-24,422,78,Country_Website
Belgium,BE,BEL,11455519,2020-09-24,602,104,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-24,726,29,External_Github
Croatia,HR,HRV,4076246,2020-09-24,266,,Country_Website
Czechia,CZ,CZE,10649800,2020-09-24,740,151,Country_Website
Denmark,DK,DNK,5806081,2020-09-24,95,14,Country_Website
Estonia,EE,EST,1324820,2020-09-24,30,2,Country_API
France,FR,FRA,67012883,2020-09-24,6012,1041,Country_Website
Hungary,HU,HUN,9772756,2020-09-24,549,32,JRC
Ireland,IE,IRL,4904240,2020-09-24,94,16,Country_Website
Italy,IT,ITA,60359546,2020-09-24,2977,246,Country_Github
Latvia,LV,LVA,1919968,2020-09-24,7,,Country_Website
Luxembourg,LU,LUX,613894,2020-09-24,19,1,Country_Website
Netherlands,NL,NLD,17282163,2020-09-24,,125,Other Website
Norway,NO,NOR,5328212,2020-09-24,24,,Country_API
Poland,PL,POL,37972812,2020-09-24,1964,,Country_Website
Portugal,PT,PRT,10276617,2020-09-24,588,85,Country_Website
Romania,RO,ROU,19414458,2020-09-24,,506,Country_Website
Slovakia,SK,SVK,5450421,2020-09-24,141,,JRC
Slovenia,SI,SVN,2080908,2020-09-24,63,13,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-24,1756,,Country_Website
Austria,AT,AUT,8858775,2020-09-23,413,77,Country_Website
Belgium,BE,BEL,11455519,2020-09-23,550,95,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-23,716,31,External_Github
Croatia,HR,HRV,4076246,2020-09-23,278,,Country_Website
Czechia,CZ,CZE,10649800,2020-09-23,670,131,Country_Website
Denmark,DK,DNK,5806081,2020-09-23,78,15,Country_Website
Estonia,EE,EST,1324820,2020-09-23,31,3,Country_API
Finland,FI,FIN,5517919,2020-09-23,22,4,External_Github
France,FR,FRA,67012883,2020-09-23,5913,995,Country_Website
Hungary,HU,HUN,9772756,2020-09-23,558,35,JRC
Ireland,IE,IRL,4904240,2020-09-23,90,17,Country_Website
Italy,IT,ITA,60359546,2020-09-23,2902,244,Country_Github
Latvia,LV,LVA,1919968,2020-09-23,9,,Country_Website
Luxembourg,LU,LUX,613894,2020-09-23,26,3,Country_Website
Netherlands,NL,NLD,17282163,2020-09-23,,118,Other Website
Norway,NO,NOR,5328212,2020-09-23,19,,Country_API
Poland,PL,POL,37972812,2020-09-23,1971,,Country_Website
Portugal,PT,PRT,10276617,2020-09-23,571,77,Country_Website
Romania,RO,ROU,19414458,2020-09-23,,498,Country_Website
Slovakia,SK,SVK,5450421,2020-09-23,143,,JRC
Slovenia,SI,SVN,2080908,2020-09-23,65,10,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-23,1651,,Country_Website
Austria,AT,AUT,8858775,2020-09-22,390,75,Country_Website
Belgium,BE,BEL,11455519,2020-09-22,505,94,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-22,714,33,External_Github
Croatia,HR,HRV,4076246,2020-09-22,278,,Country_Website
Czechia,CZ,CZE,10649800,2020-09-22,628,120,Country_Website
Denmark,DK,DNK,5806081,2020-09-22,79,14,Country_Website
Estonia,EE,EST,1324820,2020-09-22,27,3,Country_API
France,FR,FRA,67012883,2020-09-22,5777,944,Country_Website
Hungary,HU,HUN,9772756,2020-09-22,534,36,JRC
Ireland,IE,IRL,4904240,2020-09-22,94,16,Country_Website
Italy,IT,ITA,60359546,2020-09-22,2843,239,Country_Github
Latvia,LV,LVA,1919968,2020-09-22,10,,Country_Website
Luxembourg,LU,LUX,613894,2020-09-22,23,1,Country_Website
Netherlands,NL,NLD,17282163,2020-09-22,,111,Other Website
Norway,NO,NOR,5328212,2020-09-22,21,,Country_API
Portugal,PT,PRT,10276617,2020-09-22,546,70,Country_Website
Romania,RO,ROU,19414458,2020-09-22,,496,Country_Website
Slovakia,SK,SVK,5450421,2020-09-22,140,,JRC
Slovenia,SI,SVN,2080908,2020-09-22,71,13,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-22,1573,,Country_Website
Austria,AT,AUT,8858775,2020-09-21,364,67,Country_Website
Belgium,BE,BEL,11455519,2020-09-21,490,87,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-21,718,35,External_Github
Croatia,HR,HRV,4076246,2020-09-21,297,,Country_Website
Czechia,CZ,CZE,10649800,2020-09-21,581,115,Country_Website
Denmark,DK,DNK,5806081,2020-09-21,75,12,Country_Website
Estonia,EE,EST,1324820,2020-09-21,32,5,Country_API
Finland,FI,FIN,5517919,2020-09-21,19,2,External_Github
France,FR,FRA,67012883,2020-09-21,5597,912,Country_Website
Hungary,HU,HUN,9772756,2020-09-21,463,35,JRC
Ireland,IE,IRL,4904240,2020-09-21,90,17,Country_Website
Italy,IT,ITA,60359546,2020-09-21,2707,232,Country_Github
Latvia,LV,LVA,1919968,2020-09-21,12,,Country_Website
Luxembourg,LU,LUX,613894,2020-09-21,20,1,Country_Website
Netherlands,NL,NLD,17282163,2020-09-21,,103,Other Website
Norway,NO,NOR,5328212,2020-09-21,23,,Country_API
Poland,PL,POL,37972812,2020-09-21,1979,,Country_Website
Portugal,PT,PRT,10276617,2020-09-21,518,61,Country_Website
Romania,RO,ROU,19414458,2020-09-21,,464,Country_Website
Slovakia,SK,SVK,5450421,2020-09-21,121,,JRC
Slovenia,SI,SVN,2080908,2020-09-21,70,15,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-21,1499,,Country_Website
Austria,AT,AUT,8858775,2020-09-20,341,68,Country_Website
Belgium,BE,BEL,11455519,2020-09-20,432,77,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-20,723,37,External_Github
Croatia,HR,HRV,4076246,2020-09-20,281,,Country_Website
Czechia,CZ,CZE,10649800,2020-09-20,535,110,Country_Website
Denmark,DK,DNK,5806081,2020-09-20,67,9,Country_Website
Estonia,EE,EST,1324820,2020-09-20,22,5,Country_API
France,FR,FRA,67012883,2020-09-20,5356,834,Country_Website
Hungary,HU,HUN,9772756,2020-09-20,404,32,JRC
Ireland,IE,IRL,4904240,2020-09-20,82,16,Country_Website
Italy,IT,ITA,60359546,2020-09-20,2587,222,Country_Github
Latvia,LV,LVA,1919968,2020-09-20,12,,Country_Website
Luxembourg,LU,LUX,613894,2020-09-20,21,1,Country_Website
Netherlands,NL,NLD,17282163,2020-09-20,,94,Other Website
Poland,PL,POL,37972812,2020-09-20,1985,,Country_Website
Portugal,PT,PRT,10276617,2020-09-20,511,63,Country_Website
Romania,RO,ROU,19414458,2020-09-20,,470,Country_Website
Slovakia,SK,SVK,5450421,2020-09-20,120,,JRC
Slovenia,SI,SVN,2080908,2020-09-20,66,13,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-20,1345,,Country_Website
Austria,AT,AUT,8858775,2020-09-19,349,84,Country_Website
Belgium,BE,BEL,11455519,2020-09-19,421,78,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-19,728,34,External_Github
Croatia,HR,HRV,4076246,2020-09-19,288,,Country_Website
Czechia,CZ,CZE,10649800,2020-09-19,503,87,Country_Website
Denmark,DK,DNK,5806081,2020-09-19,62,4,Country_Website
Estonia,EE,EST,1324820,2020-09-19,22,5,Country_API
France,FR,FRA,67012883,2020-09-19,5493,827,Country_Website
Hungary,HU,HUN,9772756,2020-09-19,386,30,JRC
Ireland,IE,IRL,4904240,2020-09-19,74,16,Country_Website
Italy,IT,ITA,60359546,2020-09-19,2595,215,Country_Github
Latvia,LV,LVA,1919968,2020-09-19,8,,Country_Website
Luxembourg,LU,LUX,613894,2020-09-19,22,2,Country_Website
Netherlands,NL,NLD,17282163,2020-09-19,,81,Other Website
Poland,PL,POL,37972812,2020-09-19,1977,,Country_Website
Portugal,PT,PRT,10276617,2020-09-19,497,64,Country_Website
Romania,RO,ROU,19414458,2020-09-19,,461,Country_Website
Slovakia,SK,SVK,5450421,2020-09-19,125,,JRC
Slovenia,SI,SVN,2080908,2020-09-19,67,10,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-19,1247,,Country_Website
Austria,AT,AUT,8858775,2020-09-18,334,62,Country_Website
Belgium,BE,BEL,11455519,2020-09-18,392,78,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-18,744,37,External_Github
Croatia,HR,HRV,4076246,2020-09-18,280,,Country_Website
Czechia,CZ,CZE,10649800,2020-09-18,516,94,Country_Website
Denmark,DK,DNK,5806081,2020-09-18,58,3,Country_Website
Estonia,EE,EST,1324820,2020-09-18,20,4,Country_API
Finland,FI,FIN,5517919,2020-09-18,16,3,External_Github
France,FR,FRA,67012883,2020-09-18,5800,820,Country_Website
Hungary,HU,HUN,9772756,2020-09-18,374,29,JRC
Ireland,IE,IRL,4904240,2020-09-18,80,15,Country_Website
Italy,IT,ITA,60359546,2020-09-18,2595,208,Country_Github
Latvia,LV,LVA,1919968,2020-09-18,7,,Country_Website
Luxembourg,LU,LUX,613894,2020-09-18,16,0,Country_Website
Netherlands,NL,NLD,17282163,2020-09-18,,70,Other Website
Norway,NO,NOR,5328212,2020-09-18,16,,Country_API
Poland,PL,POL,37972812,2020-09-18,1925,,Country_Website
Portugal,PT,PRT,10276617,2020-09-18,465,57,Country_Website
Romania,RO,ROU,19414458,2020-09-18,,447,Country_Website
Slovakia,SK,SVK,5450421,2020-09-18,121,,JRC
Slovenia,SI,SVN,2080908,2020-09-18,67,11,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-18,1171,,Country_Website
Austria,AT,AUT,8858775,2020-09-17,319,55,Country_Website
Belgium,BE,BEL,11455519,2020-09-17,371,69,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-17,744,43,External_Github
Croatia,HR,HRV,4076246,2020-09-17,300,,Country_Website
Czechia,CZ,CZE,10649800,2020-09-17,480,93,Country_Website
Denmark,DK,DNK,5806081,2020-09-17,60,3,Country_Website
Estonia,EE,EST,1324820,2020-09-17,22,4,Country_API
France,FR,FRA,67012883,2020-09-17,5825,793,Country_Website
Hungary,HU,HUN,9772756,2020-09-17,328,21,JRC
Ireland,IE,IRL,4904240,2020-09-17,76,14,Country_Website
Italy,IT,ITA,60359546,2020-09-17,2560,212,Country_Github
Latvia,LV,LVA,1919968,2020-09-17,7,,Country_Website
Luxembourg,LU,LUX,613894,2020-09-17,18,1,Country_Website
Netherlands,NL,NLD,17282163,2020-09-17,,66,Other Website
Norway,NO,NOR,5328212,2020-09-17,20,,Country_API
